cprd_prodcode	description	description2	bnf_code
52310	Atenolol 25mg tablets (Crescent Pharma Ltd)	Atenolol	2040000
19172	Atenolol 25mg tablets (IVAX Pharmaceuticals UK Ltd)	Atenolol	2040000
31536	Atenolol 25mg tablets (Kent Pharmaceuticals Ltd)	Atenolol	2040000
34492	Atenolol 25mg tablets (Mylan Ltd)	Atenolol	2040000
34585	Atenolol 25mg tablets (Sandoz Ltd)	Atenolol	2040000
53802	Atenolol 25mg tablets (Sigma Pharmaceuticals Plc)	Atenolol	2040000
29368	Atenolol 25mg tablets (Teva UK Ltd)	Atenolol	2040000
34976	Atenolol 25mg tablets (Tillomed Laboratories Ltd)	Atenolol	2040000
62325	Atenolol 25mg tablets (Waymade Healthcare Plc)	Atenolol	2040000
34575	Atenolol 25mg tablets (Wockhardt UK Ltd)	Atenolol	2040000
54542	Atenolol 25mg tablets (Zanza Laboratories Ltd)	Atenolol	2040000
6066	Atenolol 25mg/5ml oral solution sugar free	Atenolol	2040000
56445	Atenolol 25mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)	Atenolol	2040000
51643	Atenolol 25mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)	Atenolol	2040000
34882	Atenolol 50mg Tablet (Berk Pharmaceuticals Ltd)	Atenolol	2040000
5	Atenolol 50mg tablets	Atenolol	2040000
33092	Atenolol 50mg tablets (A A H Pharmaceuticals Ltd)	Atenolol	2040000
53414	Atenolol 50mg tablets (Accord Healthcare Ltd)	Atenolol	2040000
33850	Atenolol 50mg tablets (Actavis UK Ltd)	Atenolol	2040000
53204	Atenolol 50mg tablets (Alliance Healthcare (Distribution) Ltd)	Atenolol	2040000
52500	Atenolol 50mg tablets (Almus Pharmaceuticals Ltd)	Atenolol	2040000
59695	Atenolol 50mg tablets (Boston Healthcare Ltd)	Atenolol	2040000
53215	Atenolol 50mg tablets (Bristol Laboratories Ltd)	Atenolol	2040000
54752	Atenolol 50mg tablets (Strides Shasun (UK) Ltd)	Atenolol	2040000
66548	Atenolol 50mg tablets (DE Pharmaceuticals)	Atenolol	2040000
19182	Atenolol 50mg tablets (IVAX Pharmaceuticals UK Ltd)	Atenolol	2040000
34695	Atenolol 50mg tablets (Kent Pharmaceuticals Ltd)	Atenolol	2040000
33650	Atenolol 50mg tablets (Mylan Ltd)	Atenolol	2040000
55778	Atenolol 50mg tablets (Phoenix Healthcare Distribution Ltd)	Atenolol	2040000
34265	Atenolol 50mg tablets (Sandoz Ltd)	Atenolol	2040000
64973	Atenolol 50mg tablets (Sigma Pharmaceuticals Plc)	Atenolol	2040000
34365	Atenolol 50mg tablets (Teva UK Ltd)	Atenolol	2040000
36261	Atenolol 50mg tablets (Tillomed Laboratories Ltd)	Atenolol	2040000
34443	Atenolol 50mg tablets (Wockhardt UK Ltd)	Atenolol	2040000
57817	Atenolol 50mg tablets (Zentiva)	Atenolol	2040000
197	Atenolol 5mg/10ml solution for injection ampoules	Atenolol	2040000
8765	ATENOLOL/CHLORTHALIDONE 50 MG TAB	0	0
2587	Tenormin 100mg tablets (AstraZeneca UK Ltd)	Atenolol	2040000
2590	Tenormin 25mg tablets (AstraZeneca UK Ltd)	Atenolol	2040000
13394	Tenormin 25mg/5ml syrup (AstraZeneca UK Ltd)	Atenolol	2040000
7429	Tenormin 5mg/10ml solution for injection ampoules (AstraZeneca UK Ltd)	Atenolol	2040000
2432	Tenormin LS 50mg tablets (AstraZeneca UK Ltd)	Atenolol	2040000
15730	Totamol 100mg Tablet (C P Pharmaceuticals Ltd)	Atenolol	2040000
18950	Totamol 25mg Tablet (C P Pharmaceuticals Ltd)	Atenolol	2040000
15176	Totamol 50mg Tablet (C P Pharmaceuticals Ltd)	Atenolol	2040000
30636	Vasaten 50mg Tablet (Shire Pharmaceuticals Ltd)	Atenolol	2040000
3526	Amiloride with atenolol with hydrochlorothiazide capsules	Atenolol/Amiloride Hydrochloride/Hydrochlorothiazide	02020100/02040000
4983	Atenolol with amiloride and hydrochlorothiazide capsules	Atenolol/Amiloride Hydrochloride/Hydrochlorothiazide	02020100/02040000
28177	Hydrochlorothiazide with atenolol and amiloride Capsule	Atenolol/Amiloride Hydrochloride/Hydrochlorothiazide	02020100/02040000
7543	Kalten capsules (M & A Pharmachem Ltd)	Atenolol/Amiloride hydrochloride/Hydrochlorothiazide	2040100
48745	Timolol 10mg / Amiloride 2.5mg / Hydrochlorothiazide 25mg tablets	0	2040100
13526	Atenix Co 100 tablets (Ashbourne Pharmaceuticals Ltd)	Atenolol/Chlortalidone	02020100/02040000
21873	Atenix Co 50 tablets (Ashbourne Pharmaceuticals Ltd)	Atenolol/Chlortalidone	02020100/02040000
5721	Co-tenidone 100mg/25mg tablets	Atenolol/Chlortalidone	02020100/02040000
34899	Co-tenidone 100mg/25mg tablets (A A H Pharmaceuticals Ltd)	Atenolol/Chlortalidone	02020100/02040000
46952	Co-tenidone 100mg/25mg tablets (Actavis UK Ltd)	Atenolol/Chlortalidone	02020100/02040000
62537	Co-tenidone 100mg/25mg tablets (DE Pharmaceuticals)	Atenolol/Chlortalidone	02020100/02040000
34012	Co-tenidone 100mg/25mg tablets (IVAX Pharmaceuticals UK Ltd)	Atenolol/Chlortalidone	02020100/02040000
37725	Co-tenidone 100mg/25mg tablets (Mylan Ltd)	Atenolol/Chlortalidone	02020100/02040000
41572	Co-tenidone 100mg/25mg tablets (Teva UK Ltd)	Atenolol/Chlortalidone	02020100/02040000
9783	Co-tenidone 50mg/12.5mg tablets	Atenolol/Chlortalidone	02020100/02040000
32094	Co-tenidone 50mg/12.5mg tablets (A A H Pharmaceuticals Ltd)	Atenolol/Chlortalidone	02020100/02040000
31708	Co-tenidone 50mg/12.5mg tablets (Actavis UK Ltd)	Atenolol/Chlortalidone	02020100/02040000
34034	Co-tenidone 50mg/12.5mg tablets (IVAX Pharmaceuticals UK Ltd)	Atenolol/Chlortalidone	02020100/02040000
34449	Co-tenidone 50mg/12.5mg tablets (Mylan Ltd)	Atenolol/Chlortalidone	02020100/02040000
34825	Co-tenidone 50mg/12.5mg tablets (Teva UK Ltd)	Atenolol/Chlortalidone	02020100/02040000
26248	Tenchlor 100mg/25mg tablets (Teva UK Ltd)	Atenolol/Chlortalidone	02020100/02040000
31470	Tenchlor 50mg/12.5mg tablets (Teva UK Ltd)	Atenolol/Chlortalidone	02020100/02040000
1288	Tenoret 50mg/12.5mg tablets (AstraZeneca UK Ltd)	Atenolol/Chlortalidone	02020100/02040000
1124	Tenoretic 100mg/25mg tablets (AstraZeneca UK Ltd)	Atenolol/Chlortalidone	02020100/02040000
24280	Totaretic 100mg+25mg Tablet (C P Pharmaceuticals Ltd)	Atenolol/Chlortalidone	02020100/02040000
26741	Totaretic 50mg+12.5mg Tablet (C P Pharmaceuticals Ltd)	Atenolol/Chlortalidone	02020100/02040000
4542	Atenolol 50mg / Nifedipine 20mg modified-release capsules	Atenolol/Nifedipine	02040000/02060200
1684	Beta-Adalat modified-release capsules (Bayer Plc)	Atenolol/Nifedipine	02040000/02060200
52728	Beta-Adalat modified-release capsules (Lexon (UK) Ltd)	Atenolol/Nifedipine	02040000/02060200
61719	Beta-Adalat modified-release capsules (Waymade Healthcare Plc)	Atenolol/Nifedipine	02040000/02060200
8642	Tenif 50mg/20mg modified-release capsules (AstraZeneca UK Ltd)	Atenolol/Nifedipine	02040000/02060200
21905	Bipranix 10mg tablets (Ashbourne Pharmaceuticals Ltd)	Bisoprolol fumarate	02040000/02050000/02100100
21966	Bipranix 5mg tablets (Ashbourne Pharmaceuticals Ltd)	Bisoprolol fumarate	02040000/02050000/02100100
39646	Bisoprolol 0.625mg/5ml oral solution	Bisoprolol Fumarate	2040000
50403	Bisoprolol 1.25mg Tablet (Teva UK Ltd)	Bisoprolol fumarate	2040000
599	Bisoprolol 1.25mg tablets	Bisoprolol fumarate	02040000/02050500/02100100
53885	Bisoprolol 1.25mg tablets (A A H Pharmaceuticals Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
51528	Bisoprolol 1.25mg tablets (Actavis UK Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
54479	Bisoprolol 1.25mg tablets (Alliance Healthcare (Distribution) Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
52548	Bisoprolol 1.25mg tablets (Almus Pharmaceuticals Ltd)	Bisoprolol fumarate	0
62361	Bisoprolol 1.25mg tablets (Chanelle Medical UK Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
60761	Bisoprolol 1.25mg tablets (Medreich Plc)	Bisoprolol fumarate	02040000/02050500/02100100
43251	Bisoprolol 1.25mg tablets (Mylan Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
58511	Bisoprolol 1.25mg tablets (Sandoz Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
59495	Bisoprolol 1.25mg tablets (Teva UK Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
65805	Bisoprolol 1.25mg tablets (Waymade Healthcare Plc)	Bisoprolol fumarate	02040000/02050500/02100100
57626	Bisoprolol 1.25mg/5ml oral solution	Bisoprolol fumarate	02040000/02050500/02100100
58109	Bisoprolol 1.25mg/5ml oral suspension	Bisoprolol fumarate	02040000/02050500/02100100
822	Bisoprolol 1.5mg/5ml oral suspension	Bisoprolol Fumarate	2040000
1290	Bisoprolol 10mg tablets	Bisoprolol fumarate	02040000/02050500/02100100
53334	Bisoprolol 10mg tablets (A A H Pharmaceuticals Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
57176	Bisoprolol 10mg tablets (Accord Healthcare Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
33839	Bisoprolol 10mg tablets (Actavis UK Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
58982	Bisoprolol 10mg tablets (Medreich Plc)	Bisoprolol fumarate	02040000/02050500/02100100
34821	Bisoprolol 10mg tablets (Mylan Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
58973	Bisoprolol 10mg tablets (Niche Generics Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
19178	Bisoprolol 10mg tablets (Ranbaxy (UK) Ltd)	Bisoprolol fumarate	02040000/02050000/02100100
55298	Bisoprolol 10mg tablets (Sigma Pharmaceuticals Plc)	Bisoprolol fumarate	02040000/02050500/02100100
41591	Bisoprolol 10mg tablets (Teva UK Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
52611	Bisoprolol 10mg/5ml oral solution	0	02040000/02050500/02100100
37837	Bisoprolol 2.5mg Tablet (Teva UK Ltd)	Bisoprolol fumarate	2040000
594	Bisoprolol 2.5mg tablets	Bisoprolol fumarate	02040000/02050500/02100100
37118	Bisoprolol 2.5mg tablets (A A H Pharmaceuticals Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
56459	Bisoprolol 2.5mg tablets (Accord Healthcare Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
63493	Bisoprolol 2.5mg tablets (Actavis UK Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
58974	Bisoprolol 2.5mg tablets (Alliance Healthcare (Distribution) Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
53916	Bisoprolol 2.5mg tablets (Almus Pharmaceuticals Ltd)	Bisoprolol fumarate	0
57023	Bisoprolol 2.5mg tablets (Almus Pharmaceuticals Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
50514	Bisoprolol 2.5mg tablets (Chanelle Medical UK Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
64850	Bisoprolol 2.5mg tablets (DE Pharmaceuticals)	Bisoprolol fumarate	02040000/02050500/02100100
58498	Bisoprolol 2.5mg tablets (Medreich Plc)	Bisoprolol fumarate	02040000/02050500/02100100
47041	Bisoprolol 2.5mg tablets (Mylan Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
56768	Bisoprolol 2.5mg tablets (Niche Generics Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
53664	Bisoprolol 2.5mg tablets (Sandoz Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
63850	Bisoprolol 2.5mg tablets (Teva UK Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
58763	Bisoprolol 2.5mg tablets (Waymade Healthcare Plc)	Bisoprolol fumarate	02040000/02050500/02100100
59148	Bisoprolol 2.5mg tablets (Zentiva)	Bisoprolol fumarate	02040000/02050500/02100100
52686	Bisoprolol 2.5mg/5ml oral solution	Bisoprolol fumarate	02040000/02050500/02100100
44000	Bisoprolol 2.5mg/5ml oral suspension	Bisoprolol fumarate	02040000/02050500/02100100
7091	Bisoprolol 3.75mg tablets	Bisoprolol fumarate	02040000/02050500/02100100
55791	Bisoprolol 3.75mg tablets (Actavis UK Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
60502	Bisoprolol 3.75mg tablets (DE Pharmaceuticals)	Bisoprolol fumarate	02040000/02050500/02100100
56240	Bisoprolol 3.75mg tablets (Sandoz Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
64538	Bisoprolol 3.75mg tablets (Teva UK Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
61564	Bisoprolol 3.75mg tablets (Waymade Healthcare Plc)	Bisoprolol fumarate	02040000/02050500/02100100
43564	Bisoprolol 5mg Tablet (PLIVA Pharma Ltd)	Bisoprolol fumarate	2040000
472	Bisoprolol 5mg tablets	Bisoprolol fumarate	02040000/02050500/02100100
59037	Bisoprolol 5mg tablets (A A H Pharmaceuticals Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
55929	Bisoprolol 5mg tablets (Accord Healthcare Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
34963	Bisoprolol 5mg tablets (Actavis UK Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
52635	Bisoprolol 5mg tablets (Alliance Healthcare (Distribution) Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
59969	Bisoprolol 5mg tablets (Almus Pharmaceuticals Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
61340	Bisoprolol 5mg tablets (DE Pharmaceuticals)	Bisoprolol fumarate	02040000/02050500/02100100
19200	Bisoprolol 5mg tablets (IVAX Pharmaceuticals UK Ltd)	Bisoprolol fumarate	02040000/02050000/02100100
60896	Bisoprolol 5mg tablets (Medreich Plc)	Bisoprolol fumarate	02040000/02050500/02100100
32114	Bisoprolol 5mg tablets (Mylan Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
64784	Bisoprolol 5mg tablets (Niche Generics Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
63535	Bisoprolol 5mg tablets (Relonchem Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
57934	Bisoprolol 5mg tablets (Sandoz Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
24083	Bisoprolol 5mg tablets (Teva UK Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
61115	Bisoprolol 5mg/5ml oral solution	Bisoprolol fumarate	02040000/02050500/02100100
7553	Bisoprolol 5mg/5ml oral suspension	Bisoprolol fumarate	02040000/02050500/02100100
5713	Bisoprolol 7.5mg tablets	Bisoprolol fumarate	02040000/02050500/02100100
38991	Bisoprolol 7.5mg tablets (A A H Pharmaceuticals Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
61651	Bisoprolol 7.5mg tablets (Almus Pharmaceuticals Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
58455	Bisoprolol 7.5mg tablets (Sandoz Ltd)	Bisoprolol fumarate	02040000/02050500/02100100
65821	Bisoprolol 7.5mg/5ml oral suspension	0	02040000/02050500/02100100
62407	Bisoprolol oral solution	Bisoprolol Fumarate	2040000
14058	Cardicor 1.25mg tablets (Merck Serono Ltd)	Bisoprolol fumarate	02040000/02050000/02050500/02100100
19858	Cardicor 10mg tablets (Merck Serono Ltd)	Bisoprolol fumarate	02040000/02050000/02050500/02100100
14030	Cardicor 2.5mg tablets (Merck Serono Ltd)	Bisoprolol fumarate	02040000/02050000/02050500/02100100
57578	Cardicor 2.5mg tablets (Necessity Supplies Ltd)	Bisoprolol fumarate	02040000/02050000/02050500/02100100
19853	Cardicor 3.75mg tablets (Merck Serono Ltd)	Bisoprolol fumarate	02040000/02050000/02050500/02100100
17615	Cardicor 5mg tablets (Merck Serono Ltd)	Bisoprolol fumarate	02040000/02050000/02050500/02100100
18185	Cardicor 7.5mg tablets (Merck Serono Ltd)	Bisoprolol fumarate	02040000/02050000/02050500/02100100
50300	Congescor 1.25mg tablets (Teva UK Ltd)	Bisoprolol fumarate	02040000/02050000
33909	Congescor 1.25mg tablets (Tillomed Laboratories Ltd)	Bisoprolol fumarate	02040000/02050000/02050500/02100100
50224	Congescor 2.5mg tablets (Teva UK Ltd)	Bisoprolol fumarate	02040000/02050000
32552	Congescor 2.5mg tablets (Tillomed Laboratories Ltd)	Bisoprolol fumarate	02040000/02050000/02050500/02100100
10892	Emcor 10mg tablets (Merck Serono Ltd)	Bisoprolol fumarate	02040000/02050000/02050500/02100100
4771	Emcor LS 5mg tablets (Merck Serono Ltd)	Bisoprolol fumarate	02040000/02050000/02050500/02100100
17876	METOPROLOL FUMARATE 190 MG TAB	0	0
28493	METOPROLOL FUMARATE 95 MG TAB	0	0
56486	Monocor 10mg tablets (Dowelhurst Ltd)	Bisoprolol fumarate	02040000/02050000/02100100
5968	Monocor 10mg tablets (Wyeth Pharmaceuticals)	Bisoprolol fumarate	02040000/02050000/02100100
3588	Monocor 5mg tablets (Wyeth Pharmaceuticals)	Bisoprolol fumarate	02040000/02050000/02100100
32630	Vivacor 10mg tablets (Lexon (UK) Ltd)	Bisoprolol fumarate	02040000/02050000/02100100
39846	Vivacor 5mg tablets (Lexon (UK) Ltd)	Bisoprolol fumarate	02040000/02050000/02100100
29827	Carteolol HCl 10mg tablets	Carteolol Hydrochloride	2040000
28700	Cartrol 10mg Tablet (Novartis Consumer Health UK Ltd)	Carteolol Hydrochloride	2040000
18722	CARVEDILOL	0	0
54106	Carvedilol 1.5mg/5ml oral suspension	Carvedilol	2040000
2629	Carvedilol 12.5mg tablets	Carvedilol	2040000
34501	Carvedilol 12.5mg tablets (Actavis UK Ltd)	Carvedilol	2040000
33374	Carvedilol 12.5mg tablets (Genus Pharmaceuticals Ltd)	Carvedilol	2040000
63422	Carvedilol 12.5mg tablets (Waymade Healthcare Plc)	Carvedilol	2040000
7049	Carvedilol 25mg tablets	Carvedilol	2040000
22796	CARVEDILOL 3.125 MG	0	0
817	Carvedilol 3.125mg tablets	Carvedilol	2040000
46936	Carvedilol 3.125mg tablets (A A H Pharmaceuticals Ltd)	Carvedilol	2040000
46935	Carvedilol 3.125mg tablets (Actavis UK Ltd)	Carvedilol	2040000
34741	Carvedilol 3.125mg tablets (IVAX Pharmaceuticals UK Ltd)	Carvedilol	2040000
61663	Carvedilol 3.125mg tablets (Teva UK Ltd)	Carvedilol	2040000
49142	Carvedilol 3.125mg/5ml oral suspension	Carvedilol	2040000
47107	Carvedilol 5mg/5ml oral suspension	Carvedilol	2040000
59549	Carvedilol 5mg/5ml oral suspension	Carvedilol	0
4410	Carvedilol 6.25mg tablets	Carvedilol	2040000
34740	Carvedilol 6.25mg tablets (Actavis UK Ltd)	Carvedilol	2040000
19202	Carvedilol 6.25mg tablets (Teva UK Ltd)	Carvedilol	2040000
18414	Eucardic 12.5mg tablets (Roche Products Ltd)	Carvedilol	2040000
19437	Eucardic 25mg tablets (Roche Products Ltd)	Carvedilol	2040000
14117	Eucardic 3.125mg tablets (Roche Products Ltd)	Carvedilol	2040000
14146	Eucardic 6.25mg tablets (Roche Products Ltd)	Carvedilol	2040000
4265	Celectol 200mg Tablet (Pantheon Healthcare Ltd)	Celiprolol hydrochloride	2040000
57573	Celectol 200mg tablets (Dowelhurst Ltd)	Celiprolol hydrochloride	2040000
56485	Celectol 200mg tablets (Waymade Healthcare Plc)	Celiprolol hydrochloride	2040000
35054	Celectol 200mg tablets (Zentiva)	Celiprolol hydrochloride	2040000
16776	Celectol 400mg Tablet (Pantheon Healthcare Ltd)	Celiprolol hydrochloride	2040000
35940	Celectol 400mg tablets (Zentiva)	Celiprolol hydrochloride	2040000
8262	Celiprolol 200mg tablets	Celiprolol hydrochloride	2040000
42795	Celiprolol 200mg tablets (Mylan Ltd)	Celiprolol hydrochloride	2040000
41740	Celiprolol 200mg tablets (Teva UK Ltd)	Celiprolol hydrochloride	2040000
7974	Celiprolol 400mg tablets	Celiprolol hydrochloride	2040000
41892	METOPROLOL 100MG/HYDROCHLOROTHIAZ.12.5MG	0	0
1788	Atenolol 100mg with Chlortalidone 25mg tablets	Chlortalidone/Atenolol	02020100/02040000
581	Atenolol 50mg with Chlortalidone 12.5mg tablets	Chlortalidone/Atenolol	02020100/02040000
19055	Chlortalidone 12.5mg with Atenolol 50mg tablets	Chlortalidone/Atenolol	02020100/02040000
16786	Chlortalidone 25mg with Atenolol 100mg tablets	Chlortalidone/Atenolol	02020100/02040000
14057	Pindolol 10mg / Clopamide 5mg tablets	Clopamide/Pindolol	2040100
9143	Viskaldix tablets (AMCo)	Clopamide/Pindolol	2040100
32135	Brevibloc Concentrate 2.5g/10ml solution for infusion ampoules (Baxter Healthcare Ltd)	Esmolol hydrochloride	0
26922	Brevibloc Premixed 100mg/10ml solution for injection vials (Baxter Healthcare Ltd)	Esmolol hydrochloride	2040000
39819	Esmolol 2.5g/250ml infusion bags	Esmolol Hydrochloride	2040000
30541	Esmolol HCl 250mg/ml concentrate solution for infusion	Esmolol Hydrochloride	2040000
34171	Labetalol 100mg Tablet (C P Pharmaceuticals Ltd)	Labetalol hydrochloride	2040000
1597	Labetalol 100mg tablets	Labetalol hydrochloride	2040000
34177	Labetalol 100mg tablets (A A H Pharmaceuticals Ltd)	Labetalol hydrochloride	2040000
62638	Labetalol 100mg tablets (Actavis UK Ltd)	Labetalol hydrochloride	2040000
41827	Labetalol 100mg tablets (Mylan Ltd)	Labetalol hydrochloride	2040000
63736	Labetalol 100mg tablets (Waymade Healthcare Plc)	Labetalol hydrochloride	2040000
38370	Labetalol 100mg/20ml solution for injection ampoules	Labetalol hydrochloride	2040000
59222	Labetalol 100mg/20ml solution for injection ampoules (Focus Pharmaceuticals Ltd)	Labetalol hydrochloride	2040000
47674	Labetalol 200mg Tablet (C P Pharmaceuticals Ltd)	Labetalol hydrochloride	2040000
34188	Labetalol 200mg Tablet (Celltech Pharma Europe Ltd)	Labetalol hydrochloride	2040000
2775	Labetalol 200mg tablets	Labetalol hydrochloride	2040000
30770	Labetalol 200mg tablets (A A H Pharmaceuticals Ltd)	Labetalol hydrochloride	2040000
44083	Labetalol 200mg tablets (Actavis UK Ltd)	Labetalol hydrochloride	2040000
47673	Labetalol 400mg Tablet (Approved Prescription Services Ltd)	Labetalol hydrochloride	2040000
1295	Labetalol 400mg tablets	Labetalol hydrochloride	2040000
40240	Labetalol 400mg tablets (A A H Pharmaceuticals Ltd)	Labetalol hydrochloride	2040000
45250	Labetalol 400mg tablets (Sandoz Ltd)	Labetalol hydrochloride	2040000
4725	Labetalol 50mg tablets	Labetalol hydrochloride	2040000
19068	Labetalol 50mg/10ml solution for injection pre-filled syringes	Labetalol hydrochloride	0
7491	LABETALOL TAB	0	0
35778	Labrocol 100mg Tablet (Lagap)	Labetalol hydrochloride	2040000
22793	Labrocol 200mg Tablet (Lagap)	Labetalol hydrochloride	2040000
16645	Labrocol 400mg Tablet (Lagap)	Labetalol hydrochloride	2040000
23598	SOTALOL HYDROCHLORIDE S/R	0	0
9016	Trandate 100mg tablets (Focus Pharmaceuticals Ltd)	Labetalol hydrochloride	2040000
19998	Trandate 100mg/20ml solution for injection ampoules (Focus Pharmaceuticals Ltd)	Labetalol hydrochloride	2040000
8707	Trandate 200mg tablets (Focus Pharmaceuticals Ltd)	Labetalol hydrochloride	2040000
8807	Trandate 400mg tablets (Focus Pharmaceuticals Ltd)	Labetalol hydrochloride	2040000
9273	Trandate 50mg tablets (Focus Pharmaceuticals Ltd)	Labetalol hydrochloride	2040000
29998	Metoros 190mg Tablet (Novartis Pharmaceuticals UK Ltd)	Metoprolol	2040000
27719	Metoros ls 95mg Tablet (Geigy Pharmaceuticals)	Metoprolol	2040000
3344	Betaloc 100mg tablets (AstraZeneca UK Ltd)	Metoprolol tartrate	02040000/04070402
8071	Betaloc 50mg tablets (AstraZeneca UK Ltd)	Metoprolol tartrate	02040000/04070402
24461	Betaloc I.V. 5mg/5ml solution for injection ampoules (AstraZeneca UK Ltd)	Metoprolol tartrate	2040000
3474	Betaloc-SA 200mg tablets (AstraZeneca UK Ltd)	Metoprolol tartrate	02040000/04070402
24520	HYDROCHLOROTHIAZIDE /METOPROLOL TARTRATE 25 MG TAB	0	0
13499	Lopresor 100mg Tablet (Novartis Pharmaceuticals UK Ltd)	Metoprolol tartrate	2040000
46740	Lopresor 100mg tablets (Recordati Pharmaceuticals Ltd)	Metoprolol tartrate	02040000/04070402
10429	Lopresor 50mg Tablet (Novartis Pharmaceuticals UK Ltd)	Metoprolol tartrate	2040000
46614	Lopresor 50mg tablets (Recordati Pharmaceuticals Ltd)	Metoprolol tartrate	02040000/04070402
20082	Lopresor SR 200mg tablets (Recordati Pharmaceuticals Ltd)	Metoprolol tartrate	02040000/04070402
30400	Mepranix 100mg Tablet (Ashbourne Pharmaceuticals Ltd)	Metoprolol tartrate	2040000
29762	Mepranix 50mg Tablet (Ashbourne Pharmaceuticals Ltd)	Metoprolol tartrate	2040000
753	Metoprolol 100mg tablets	Metoprolol tartrate	02040000/04070402
34125	Metoprolol 100mg tablets (A A H Pharmaceuticals Ltd)	Metoprolol tartrate	02040000/04070402
34854	Metoprolol 100mg tablets (Actavis UK Ltd)	Metoprolol tartrate	02040000/04070402
66670	Metoprolol 100mg tablets (Alliance Healthcare (Distribution) Ltd)	Metoprolol tartrate	02040000/04070402
40167	Metoprolol 100mg tablets (IVAX Pharmaceuticals UK Ltd)	Metoprolol tartrate	02040000/04070402
34509	Metoprolol 100mg tablets (Mylan Ltd)	Metoprolol tartrate	02040000/04070402
34092	Metoprolol 100mg tablets (Teva UK Ltd)	Metoprolol tartrate	02040000/04070402
63724	Metoprolol 100mg tablets (Waymade Healthcare Plc)	Metoprolol tartrate	02040000/04070402
22151	METOPROLOL 100MG/CHLORTHALIDONE 12.5MG	0	0
65227	Metoprolol 12.5mg/5ml oral solution	Metoprolol tartrate	02040000/04070402
51447	Metoprolol 12.5mg/5ml oral suspension	Metoprolol tartrate	02040000/04070402
8068	Metoprolol 200mg modified-release tablets	Metoprolol tartrate	02040000/04070402
55979	Metoprolol 25mg/5ml oral suspension	Metoprolol tartrate	02040000/04070402
34890	Metoprolol 50mg Tablet (Berk Pharmaceuticals Ltd)	Metoprolol tartrate	2040000
739	Metoprolol 50mg tablets	Metoprolol tartrate	02040000/04070402
34094	Metoprolol 50mg tablets (A A H Pharmaceuticals Ltd)	Metoprolol tartrate	02040000/04070402
34430	Metoprolol 50mg tablets (Actavis UK Ltd)	Metoprolol tartrate	02040000/04070402
34584	Metoprolol 50mg tablets (IVAX Pharmaceuticals UK Ltd)	Metoprolol tartrate	02040000/04070402
32836	Metoprolol 50mg tablets (Mylan Ltd)	Metoprolol tartrate	02040000/04070402
34925	Metoprolol 50mg tablets (Sandoz Ltd)	Metoprolol tartrate	02040000/04070402
34407	Metoprolol 50mg tablets (Teva UK Ltd)	Metoprolol tartrate	02040000/04070402
11793	Metoprolol 50mg/5ml oral suspension	Metoprolol tartrate	02040000/04070402
57240	Metoprolol 50mg/5ml oral suspension (Drug Tariff Special Order)	Metoprolol tartrate	02040000/04070402
14502	Metoprolol 5mg/5ml solution for injection ampoules	Metoprolol tartrate	2040000
47536	Metoprolol tartrate 12.5mg/5ml Oral suspension	Metoprolol Tartrate	2040000
45289	Metoprolol tartrate Oral solution	Metoprolol Tartrate	2040000
